id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_description
663649347974102641,39417248,Milad,Norrmalm,59.33945,18.03073,Entire home/apt,2700.0,1,2022-09-27,0.16,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Superfin lägenhet i hjärtat av Vasastan! Njut av en elegant upplevelse på detta centralt belägna boende i Vasastan! <br /><br />Denna topprenoverade 2:a som ligger ett stenkast bort från Rörstrandsgatan kan gästas av såsom ensam, par och som familj. <br /><br />Boendet är på 68kvm. <br />Icke rökare är ett krav samt att man är skötsam då det är väldigt lyhört i fastigheten.<br /><br /><b>The space</b><br />Perfekt boende för par men även för en mindre familj."
663706180579402243,377787159,Erik,Södermalm,59.31367,18.08022,Entire home/apt,1683.0,4,2023-03-16,0.7,4,4.75,4.75,5.0,5.0,4.25,4.75,4.75,"Cozy place in Södermalm 2 Welcome to this cozy apartment in Södermalm!<br />The apartment has an bunk bed (210cm*95cm) and a bedsofa that extend to an kingsize bed (150cm*210cm)<br />I recommend this for guest between 1-3 people, but for your knowledge it you can sleep 4 people in the apartment If you want to Explore the city but wants a kitchen with good equipments and very comfortable beds and great Quality of bed sheets. The apartment is located in södermalm and near subway that takes you to the central city station within 5min"
663815690439174729,119769216,Otto,Hägersten-Liljeholmen,59.30578,18.00056,Entire home/apt,1800.0,39,2023-03-09,4.42,39,4.77,4.79,4.79,4.87,4.85,4.87,4.67,"Central Villa 12 bed 20 m → Metro, terace, Jacuzzi Welcome to our Villa in central Stockholm! It This four bedroom house is great for big friends or family groups who wants to be able to have a big house for themselfs close to the city. We offer a well equipped kitchen, jacuzzi, bbq and two out door areas and a lot more. <br /><br />you can see the metro station from the balcony only 20 meters away and 12 minutes to the central station.<br /><br />The area is peaceful but still exciting, there are plenty of different good restaurants, cool small bars and shops.<br /><br /><b>The space</b><br />Ask us for recommendations in the area!<br /><br />In the area there are easy access to nature and walking paths. Look them upp by name, Vinterviken and Trekanten."
663820904326745418,153267451,Erik,Södermalm,59.31843,18.02699,Entire home/apt,1090.0,3,2022-12-03,0.38,3,5.0,5.0,5.0,5.0,5.0,5.0,4.67,"Mysig och stilren tvåa längs vattnet i Hornstull Mysig och stilren lägenhet belägen vid strandpromenaden i Hornstull. Strandpromenaden utanför porten leder bort till gångbroarna över Långholmen och Reimersholme, vilket ger dig enkel förbindelse med badbryggor och mysiga promenadslingor. En harmonisk miljö, samtidigt som Hornstulls centrala kärna väntar runt hörnet upp för gatan där restauranger, caféer och barer ligger tätt och gör kvarteret levande."
663827571055506852,193831934,Amani,Södermalm,59.31446,18.08735,Entire home/apt,900.0,4,2022-08-01,0.45,4,4.0,4.5,3.75,5.0,4.75,4.75,4.5,Lägenhet i bra läge i Södermalm Hela gruppen kommer att ha enkel tillgång till allt från detta centralt belägna boende.
664125715929518122,56340135,Reeju,Hässelby-Vällingby,59.37122662986691,17.831177338957787,Entire home/apt,1000.0,32,2023-03-13,3.62,32,4.88,4.78,4.91,5.0,4.97,4.53,4.88,"Adorable 2 room apartment close to nature Bring the whole family or friends to this great place close to nature. 10 mins walk to Hässelby Gard train station connecting to green line metro. 7 mins walk through woods to nearest bus-stop. If lucky, one can see deer around.<br /><br /><b>Guest access</b><br />The guest space has a private access."
664195488060545404,246733279,Batool,Spånga-Tensta,59.3855,17.90727,Entire home/apt,1100.0,3,2022-11-07,0.41,3,5.0,4.67,5.0,4.67,4.67,5.0,5.0,"Stor lägenhet i Spånga/Bromsten (close to city C) Välkomna till min underbara lägenhet i vackra Spånga/Bromsten! Här bor du i en rymlig tvårummare med balkong och närhet till natur såväl som enkla förbindelser till Stockholm City. Lägenheten har ett sovrum med en king-size säng, ett vardagsrum med en stor soffa och ett matbord med plats för sex personer. <br /><br />I närområdet hittar du Spånga Torg som du tar dig till på några minuters promenad. Här finns restauranger, matbutiker och pendeltåget som tar dig in till Stockholm City på 13 minuter."
664250510033165825,467747342,Nathalie,Södermalm,59.3067246,18.1127827,Entire home/apt,1300.0,3,2022-07-30,0.35,3,4.67,5.0,4.33,5.0,5.0,5.0,5.0,Fin lägenhet med stor balkong. Din familj kommer att ha nära till allt när ni bor i detta centralt belägna boende. Köpcentrum finns både i sickla med 5 min promenad eller i nacka forum ca 8 min med bil. Sicklasjön om man vill bada. 2 min promenad till bryggan där man kan gå längs med strandpromenaden. Glass kiosk vid bryggan annars finns Kennys gelato i sickla. Nära till restauranger. Gratis båt kan man ta från henriksdal till barnängsbryggan på södermalm. Nära till det mesta. 2 sovrum. 1 våningssäng och 1 dubbelsäng.
664399747581611456,467800415,Camilla,Södermalm,59.3109034,18.0598442,Private room,498.0,20,2023-03-01,2.28,20,4.95,4.95,4.95,4.95,4.9,4.95,5.0,Bed and breakfast Södermalm Stockholm Allt du kan tänkas vilja utforska finns direkt utanför dörren på detta ställe.<br /><br /><b>The space</b><br />Det är tre rum och kök. Jag bor själv i ett sovrum och vardagsrum.<br /><br /><b>Guest access</b><br />Tillgång till eget sovrum. Tillgång till toa och badrum. Tillgång till utrustat kök och även kyl och frys. Det finns även en liten kyl på rummet.<br /><br /><b>Other things to note</b><br />Det finns ingen gas i huset. Allt går på el.
664651225182949597,140206565,Gustaf,Norrmalm,59.33982670344666,18.03558949381113,Entire home/apt,3100.0,4,2022-11-19,0.48,4,5.0,5.0,4.75,5.0,5.0,5.0,5.0,"Fantastisk våning på Stockholms trendigaste gata Din familj kommer att ha nära till allt när ni bor i detta centralt belägna boende. Bostaden ligger på 2 trappor med utsikt över Stockholms trendigaste restauranggata Rörstrandsgatan. Centralt läge med gångavstånd till parker och sevärdheter.<br /><br />Kan hyras mellan 10-29 juli. Enstaka nätter eller gärna längre period.<br /><br /><br />5 rum och kök. 2 toaletter. Upp till 4 sovrum. <br /><br />2 balkonger, en mot Restauranggatan och en mot lugn innergård. <br /><br /><br /><br /><br />Kan hyras 1-3 veckor."
664678019388043264,72218778,Alexander,Norrmalm,59.33969584915417,18.062263641789308,Entire home/apt,1000.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Lovely 2,5-room apartment in central Stockholm Enjoy a stylish experience at this centrally-located apartment. Newly renovated in the heart of Stockholm,  just a short walk from the central shopping streets, Rådmansgatan subway station, and great restaurants.<br /><br /><b>The space</b><br />Fully equipped apartment with Sonos sound system and a cozy balcony towards the courtyard.<br /><br /><b>Guest access</b><br />Entire apartment."
664913884249967441,80249063,Emma,Södermalm,59.31844,18.03449,Entire home/apt,1700.0,10,2023-02-05,1.3,10,5.0,4.9,5.0,5.0,5.0,4.8,4.8,"Bright, spacious apartment with two balconies This pearl of an apartment offers a bright and spacious feeling thanks to its high ceilings,  large windows and balconies in two directions. The one in the bedroom overlooks a lush island and the water, allowing for a quiet sleep. The other balcony overlooks the courtyard and offers sun most of the day from breakfast onwards. The neighborhood is one of the best in Stockholm with plenty of restaurant and bar options, as well as a popular food market. Additional double mattress available.<br /><br /><b>The space</b><br />This is a 63m2 apartment on the 4th floor with a separate (big) bedroom and an open kitchen/living room solution.<br /><br /><b>Guest access</b><br />You will access all areas except two built-in closets that will be closed. Part of one big closet will be available for storing clothes if needed."
665148083637290633,22876006,Hedvig,Norrmalm,59.33907,18.06103,Entire home/apt,1300.0,10,2023-03-26,1.17,10,4.8,4.7,4.9,4.9,4.8,4.9,4.7,"Beautiful studio apartment in Norrmalm This charming 29 SQM apartment is located in the quiet yet very central street Luntmakargatan in the vibrant district of Norrmalm. The apartment offers free Wi-Fi, a comfy 120cm wide bed, a nice seating area and a fully equipped kitchenette. You live just a minute from restaurants, shops and public transport.  The apartment is bright and newly renovated and is the perfect stay for a weekend or longer visit here in Stockholm!<br /><br /><b>The space</b><br />The apartment is situated on the 5th floor (there is an elevator) and bright. It is well-planned with fully equipped kitchenette with a microwave and dishwasher.<br /><br />There is a nice dining space as well as a comfy seating space. The apartment is newly renovated with comfy 120 cm wide bed and a tiled bathrooms with a shower, WC and sink. <br /><br />The entire flat is at your disposal<br />Hotel-like bedding and towels are provided<br />Hairdryer<br />Complimentary toiletries<br />Complimentary coffee and tea<br />Iron and iro"
665184756868214910,467928653,Sivert,Hässelby-Vällingby,59.37274770000001,17.8386941,Private room,900.0,1,2022-09-24,0.16,1,5.0,5.0,5.0,5.0,5.0,4.0,4.0,"Lägenhetens uthyrning Ett hus för alla åldrar, trädgården är alltid i rörelse med blommor, vindruvor, fåglar och bin. Sociala och älskar att få saker gjort. Du som gäst är välkommen att göra oss sällskap i vår lilla vardag och du har alltid tillgång till att få koppla av.<br /><br /><b>The space</b><br />Liten egen enrumslägenhet med kokvrå inkl  kokplattor,  mikro, vattenkokare, inkl köksredskap, kaffekokare, tillgång av tvättmaskin och torktumlare . Du har egen ingång. Badrummet och tvättstuga delar du med mig (värden) och familjen.<br /><br /><b>Guest access</b><br />Du kommer att ha eget kryp in där du ansvarar för det som finns i ditt rum, övervåningen är privat, men vi säger inte nej tack till umgänge."
665200332332025499,131896456,Marika,Norrmalm,59.34535,18.0468,Entire home/apt,3000.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Apartment in central Stockholm, Odenplan Turn of the century apartment in the heart of Vasastan and just 20 minutes walk to old town and 15 to inner city . Located just around the corner to Odenplan and a few blocks from Stockholms most beautiful park, Hagaparken.<br /><br />The 79-sqm-three-roomer is light and located on the 3rd floor in a quite neighbourhood with the Subway/Metro just around the corner. Many nice restaurants and grocery stores in the neighborhood."
665705960206506019,448009551,Jeanette,Södermalm,59.31791,18.05003,Private room,1231.0,9,2022-08-13,1.04,9,4.89,4.89,4.89,4.78,5.0,5.0,4.89,"Attraktiv lägenhet mitt på trendiga Södermalm! Ljus sekelskift lägenhet med högt i tak och mycket ljusinsläpp mitt i centrala trendiga Södermalm! Detta speciella ställe ligger nära allt, vilket gör det lätt att planera sin vistelse. Runt hörnet hittar du  tunnelbana, matbutik, shopping, bageri och nattliv men också Stockholms bästa utsiktsplatser, parker och badplatser. Lägenheten har gott om förvaringsutrymmen, fullt utrustat kök med pressobryggare och kaffekvarn och passar barnfamiljer likaväl som trendiga livsnjutare."
665753159685763448,468146993,Alem,Östermalm,59.34336,18.06859,Entire home/apt,1200.0,6,2023-02-09,0.7,6,4.83,4.83,4.33,5.0,5.0,5.0,4.5,"Lovely studio apartment in Östermalm Beautiful studio apartment in the city center of Stockholm (Östermalm). The studio is located in the sweet spot between the city's restaurants, shopping, and nightlife and the beautiful greenery with a forest behind the corner. The subway and metro are right outside the building and give you quick access to the rest of the city."
665805921936779123,13880375,Maria,Älvsjö,59.27822330000001,17.9640177,Entire home/apt,700.0,69,2023-03-29,8.38,69,4.93,4.99,4.99,4.9,4.88,4.64,4.87,"Beautiful private studio close to Stockholm Welcome to our beautiful decorated 25 square meter apartment. It’s the old garage of our villa with own separated entrance that will give you full privacy, and code look that will ease check- in and check out. Our studio is the perfect stay to explore busy Stockholm and still get a calm genuine local feeling close to lakes, parks, forest and beautiful surroundings.<br /><br /><b>The space</b><br />The studio has all amenities you might need such as fully equipped kitchen with dish washing machine, oven, microwave etc. It has a luxury bathroom with shower and green marble floor. We will give you fresh bed linen and towles upon your arrival. It´s perfect for 2 persons but you could be up to 4 persons. If you have a child we have a lot of stuff and toys that you can borrow. If you need to wash clothes during your stay we have washing machine and tumble dryer in the main house and you can use it upon request. Park your car just outside the house. The apartment has a 140cm queen-size bed an"
665881064638333240,68211421,Alexander,Kungsholmen,59.3299148,18.0308014,Entire home/apt,1300.0,3,2023-03-06,0.41,3,5.0,5.0,5.0,5.0,5.0,5.0,4.67,"Topprenoverad lägenhet på Kungsholmen Välkommen till denna ljusa, topprenoverade lägenhet i hjärtat av Stockholm.<br />Lägenheten är smakfullt inredd och har en stor social yta med öppen planlösning mot köket. Köket är fullt utrustat med allt du kan tänkas önska och Sovrummet erbjuder en avkopplande kingsize säng. Vardagsrummet har en stor soffa med TV och Sonos soundbar samt Badrummet ger en lyxig hotellkänsla. Du har nära till ett brett utbud av butiker såväl som för mode i Västermalmsgallerian till stora mataffärer."
665882522132954572,3237232,Mallika,Södermalm,59.3161753,18.0626042,Private room,813.0,52,2023-03-29,6.07,52,4.92,4.94,4.88,4.92,4.98,4.96,4.83,"Private and elegant room in the heart of Sodermalm A cosy, elegant and fully equipped room in one of the absolute best places to stay in Stockholm! <br /><br />The room is beautifully decorated and the location is in a calm street close to the lovely park Mariatorget, in the center of Södermalm. Restaurants, cafés, and lots of nice boutiques in the neighbourhood. Parks and water front with beach in walking distance.<br /><br />Only ten minutes walking distance to Old Town; subway and commuter train stations are just around the block.<br /><br /><b>The space</b><br />The room is newly built, very elegant and equipped with all you might need for your stay; a tiny kitchenette with micro-wave, fridge, induction hob, water boiler and pots. There are tea bags, instant coffee, sugar, oil/vinegar and salt/pepper for you to use. <br /><br />The dining table is foldable, and you will find all needed glassware, plates, cutlery etc. on the shelves.<br /><br />A small private bathroom with shower. There is also a hair dryer to use.<br /><br />Espec"
666226798524726087,13026629,Hussein,Södermalm,59.31253,18.086,Entire home/apt,1050.0,6,2023-03-13,0.74,6,5.0,5.0,4.83,5.0,5.0,5.0,4.83,Mysig lägenhet på Södermalm Cozy apartment in the heart of Södermalm. The apartment is 35 square meters and is perfect for 2 people. A fully equipped kitchen.<br /><br />The apartment has access to a lift.<br /><br />Close to:<br />- Supermarket<br />- Restaurants and cafes<br />- Subway and bus<br />- Bathing area
666291589528186765,445367042,Laura,Östermalm,59.35511,18.0579,Entire home/apt,1120.0,2,2022-11-12,0.31,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Lovely studio apartment with patio Welcome to my Stockholm studio :) <br /><br />The apartment has everything you need, with a full kitchen and bathroom, and is a new build. Complete with induction cooktops and full-size fridge. Everything is designed to meet new sustainability standards. There’s also a lovely shared patio when the weather permits. Make yourself at home while you’re here :)<br /><br /><b>The space</b><br />The apartment is a studio with full kitchen and bathroom. Enjoy the queen-sized bed fit for two!<br /><br />Things to know:<br />The building is kept at 21 degrees Celsius<br />Self check-in and check out is available<br />Parties and smoking are not allowed in the building<br />The laundry room is available if needed, with a dryer and dryer room as well."
666312418011774693,467427732,CarlHenrik,Östermalm,59.34112658984005,18.08632213622332,Private room,629.0,10,2023-03-26,1.34,10,4.6,4.7,4.7,4.8,4.8,4.8,4.4,"Lungt och centralt rum med fin uteplats I vackert 1920-talshus ses detta charmiga rum med grönskande gård sommartid. Stor yta ca 20 m2 och högt i tak.  Djup fönsternisch, badrum, litet kök med vita skåpsluckor, kyl och frys. <br /><br />Rummet har som standard en bäddsoffa som skapar två enkelbäddar (ca 78x190x45 cm) och det kan tillföras tre större luftsängar (105x200x25 eller 90x200x37 cm)<br /><br />Lägenhetens delade ytor delas med värden. Rummet kan låsas inifrån med skjutregel. Det finns tyngdtäcke. Persienner + gardin mörklägger.<br /><br /><b>Other things to note</b><br />Lägenheten ligger 1,5 trappor upp, hiss finns. Det finns inga personliga tillhörigheter i de delade utrymmena."
667093214630285626,25529381,Ingrid,Älvsjö,59.27386,17.99994,Entire home/apt,1950.0,4,2022-08-13,0.47,4,5.0,5.0,4.25,5.0,5.0,5.0,5.0,"Cozy familyfriendly villa close to the city Welcome to our traditional Swedish red and white house! The house is a 102 year old lady with a friendly atmosphere. Very calm and lush area – only a 9 min trainride from Stockholm city! <br /><br />Lovely surroundings, 5 min from the Älvsjö forest which is a nature reserve with fireplaces, trails, workout spaces. 10 minute walk to Älvsjö torg with shops, restaurant, cafés and the commuter train that will take you to Stockholm city in 9 minutes.<br /><br /><b>The space</b><br />On the entrance floor you will find a bathroom, kitchen and cozy living room with a fireplace. We have an outside dining area with a fire tray for chilly nights. <br /><br />Upstairs, you find three bedrooms and a bathroom with shower and bath tub. <br />Bedroom 1 has a balcony and a 105cm bed, a chest of drawers and a desk. Bedroom 2 has a fantastic view and 80 cm bed, a desk and an abundance of lego. <br />Bedroom 3 has three windows and a 90 cm bed, a chest of drawers and a desk. <br /><br />Downstairs you fi"
667956828463629523,13621799,Victoria,Norrmalm,59.347646596029016,18.057939000427723,Entire home/apt,1150.0,23,2023-03-19,2.71,23,4.87,4.91,4.52,4.83,4.87,4.78,4.87,"Spectacular Rooftop! Spectacular apartment in the Center of town. <br /><br />On the first floor: second bathroom, kitchen and living room with fire place. <br /><br />Second floor, a unique bathroom, terrace, bedroom with double bed and dining area.<br /><br />Extra bed or bedding on the sofa can be arranged for a third guest. However- there’s no blinds in the living room so this person might be disturbed by the morning sun. <br /><br />Children should be avoided in this apartment as there are stairs. (See picture)<br /><br /><b>The space</b><br />If you would like separate beds please give me a heads up!<br /><br /><b>Guest access</b><br />Wardrobes and cupboards are private. As this is a private home and not a professional listing there will be some personal items in the apartment. For example in the bathroom cabinet. Please respect this.<br /><br /><b>Other things to note</b><br />If you would like separate beds please give me a heads up!<br /><br />Please also understand that this is a private home an"
668097680757446258,9572677,Astrid,Norrmalm,59.34392,18.04294,Entire home/apt,1610.0,4,2022-10-30,0.49,4,5.0,5.0,5.0,4.75,5.0,5.0,5.0,"Elegant & minimal century home (10 min to center) Minimal, Scandinavian and newly renovated 1 bedroom apartment with original moldings and gives an airy feeling with its 3 meter ceiling height. <br /><br />The apartment is located in a quiet residential area but only 10 min walking distance to the shopping street and 2 min from Odenplan station - which is well connected to metro, busses and airport transportation. <br /><br />In the area, you've got food stores, a bakery and some of Stockholm's best restaurants in the neighborhood."
668547166853708260,211272014,Victoria,Enskede-Årsta-Vantör,59.29703319999999,18.0762723,Private room,455.0,55,2023-03-29,6.55,55,4.78,4.73,4.75,4.76,4.89,4.76,4.75,"Lovely 1 bedroom in beautiful apartment city Relax with the whole family at this peaceful place to stay. Close to nature, water, city centre, shopping mall, cinemas, gym, just 8 minutes from T-centralen, 5 minutes from Globen.<br /><br /><b>The space</b><br />This is a very calm, peaceful, green, beautiful place. You can relax, and feel free and welcome. There is a laundry room, fireplace, a balcony and a dinning room.<br /><br /><b>Guest access</b><br />You can access the kitchen, bathroom, storage, balcony, dinning room, bathroom, laundry room and fireplace.<br /><br /><b>Other things to note</b><br />There are three people living in the apartment, me, my 12 year old son and a friend. But it is a huge apartment which is 80 sqm. Your room is big, and is about 12 sqm."
668677992290430095,412267036,Isa,Södermalm,59.31437202967708,18.07577569037676,Entire home/apt,1700.0,3,2023-02-17,0.61,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Spacious apartment in the heart of SoFo, Södermalm 1 bedroom, 50 sqm apartment one block away from Sofo at Södermalm. Close to many nice restaurants, cafes, bars and stores. <br /><br /><br />Good public transport options with both subway and buses 1-2 min from the apartment. <br />7 min to the central station."
668689472726086026,156614400,Tuva,Östermalm,59.33526,18.08111,Entire home/apt,1200.0,4,2023-02-25,0.56,4,4.75,4.5,4.75,5.0,5.0,5.0,4.75,"Lovely 1-bedroom condo in Östermalm The property is centrally located in Östermalm. Walking distance to Stureplan is 5 min, and to Centralen 15min. <br /><br />A stone’s throw away from the apartment is Kungliga Djurgården, Gärdet, and Humlegården. <br /><br />Communication by bus and subway is accessible less than one min, just outside the entrance."
668861115339242917,189157097,Gloria,Bromma,59.340350705623976,17.879997276721188,Shared room,200.0,1,2023-03-22,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Your summer, our place! Welcome to share our space with us. We are a mother (personal assistant) and a son (nurse) ready to welcome and share our space with you. Our apartment is right by the lake and an amazing forest with rocky mountain. A huge hotel garden is open for picnics and apple picking. We look forward to sharing our Ghanaian culture and learning about yours. Welcome!"
669196071783986683,162216083,Linn,Hägersten-Liljeholmen,59.30285,18.01246,Entire home/apt,750.0,4,2022-10-03,0.55,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Cosy, central apartment in friendly neighbourhood Cosy apartment in a social, popular neighbourhood with a lot of restaurants,  cafés and green areas. It’s located close to  both the city centre and nature and swimming areas."
669257110300305110,8856276,Michael,Älvsjö,59.28132,18.00838,Entire home/apt,1499.0,3,2023-01-06,0.48,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Spacious 3 bedroom townhouse. Keyless entry Bring the whole family to this great place with lots of room. 6 minutes to Södermalm and 9 to Central station! Close to restaurants, cafés, supermarkets and transport. Direct train to the airport!<br /><br /><b>The space</b><br />A 3 bedroom, 104m2 house where you can relax, cook, barbeque, while only being a short ride away from trendy Södermalm and Central station. Relax in two courtyards, a living room, dining room or just in the kitchen! Comfortable beds, fully equipped kitchen, bathroom with bathtub and rain shower, 65"" TV and 100MB high-speed wifi. <br /><br />Bed linen, wifi, shampoo, soap are included. <br /><br />Cleaning is included, but the guests should have filled and started the dishwasher before leaving.<br /><br /><b>Guest access</b><br />Self checkin with your own unique door code. No need for keys and access to the whole house."
669391939212775272,51002540,Fredrik,Östermalm,59.3494341,18.0626369,Entire home/apt,1001.0,9,2023-01-05,1.05,9,4.56,5.0,4.78,5.0,4.67,5.0,4.78,"Explore Stockholm from this Apt w. Fantastic View! From the living room and bedrooms, there is an unbeatable view of Vasastan and Östermalm. <br /><br />You get the best of both worlds in the form of a close-to-nature accommodation with direct proximity to the city's pulse.  <br /><br />At the same time, KTH is a 2-minute walk away and Stockholm University is one station away by metro. The central station can be reached in about 5 minutes with the metro station Tekniska högskolan."
669408332420422653,469064978,Martin,Spånga-Tensta,59.36813,17.9164,Entire home/apt,1500.0,1,2022-08-07,0.13,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,"Trevlig och rymlig villa i 3 plan med 2 altaner. Ta med hela familjen till detta fantastiska ställe med massor av plats för skoj.<br /><br />Njut av morgonsolen med en nybryggd espresso i hängmattan på altanen. Eller varför inte (om årstiden tillåter) plocka några äpplen i trädgården och gör en äppelpaj.<br />Grilla kan man göra hela året, dels i kolgrill på altanen utanför köket eller i gasolgrill vid en loungegrupp.<br /><br /><b>The space</b><br />Entréplan består av kök och matsal samt 2 stycken vardagsrum med öppna spisar i bägge. Vidare finns här ett rum för kreativitet och arbete samt ett sovrum och badrum.<br />På övervåningen finns badrum samt 2 sovrum.<br />I källarplan finns gymhörna och 1 sovrum samt tvättstuga med en mindre toalett. Källarplanet har bra ljusinsläpp från flera fönster i varje rum.<br /><br /><b>Guest access</b><br />Utöver vissa förrådsutrymmen kommer hela boendet vara tillgängligt.<br /><br /><b>Other things to note</b><br />Om ni eldar i de öppna spisarna, se till att spjällen är öppna. Och om ni använd"
669529746789387912,152666461,Anna,Hägersten-Liljeholmen,59.30145,18.00011,Entire home/apt,1200.0,21,2023-03-26,2.56,21,4.95,4.95,4.95,5.0,5.0,4.9,4.9,"Lyxig ägarlägenhet med uteplats och bastu mm. Luta dig tillbaka och koppla av i detta lugna, eleganta boende med spakänsa. Lägenheten är stilfullt och harmoniskt inredd med lyxiga detaljer. <br /><br />Dubbelsäng med superkomfort. <br /><br />Marmor och kakel i badrum samt Infraröd bastu där du kan koppla av med lugn musik. I priset ingår lyxig saltscrubb med kokosolja och eterisk olja mm. <br /><br /><br />En bekväm bäddsoffa på 140 cm med möjlighet att bädda med tjock madrass finns i vardagsrummet.<br /><br />Tunnelbana inom 5 min promenad.<br />Du är i city inom 10 min.<br /><br /><b>The space</b><br />Lägenheten är en rymlig tvåa på 62 kvadrat. Topprenoverad.<br /><br /><b>Guest access</b><br />Gästerna har tillgång till lägenhet och uteplats."
669591647400096041,416096454,Karl,Södermalm,59.3157198,18.0839091,Private room,700.0,7,2023-01-01,1.25,7,4.57,4.43,4.71,4.86,4.86,5.0,4.29,Eget rum på Södermalm Allt du kan tänkas vilja utforska finns direkt utanför dörren på detta ställe.
670095789280671996,439200621,Nikodem,Enskede-Årsta-Vantör,59.2818975,18.0915541,Entire home/apt,1350.0,3,2022-11-06,0.42,3,5.0,5.0,5.0,5.0,5.0,4.67,5.0,"Calming and spacious collectors home An airy 72 m2 (772 ft2) and calming home, located just outside of Stockholm City.<br /><br />All rooms except the bathroom have been carefully restored and renovated with a meticulous attention to detail. The apartment is filled with art and antiques as old as 2000 years.<br /><br />The kitchen is fitted with a professional steam/hot air oven, dishwasher etc. The living room with a sharp sound system.<br /><br />5 minute walk from UNESCO sight Skogskyrkogården.<br /><br />WILL ONLY RENT TO RESPONSIBLE ADULTS pref. 3 days or more."
670147240238090827,455682089,Anton,Kungsholmen,59.33137,18.01605,Entire home/apt,1020.0,18,2023-03-30,7.83,18,4.78,4.72,4.83,4.89,4.83,4.89,4.67,"Central located new renovated apt Kungsholmen Welcome to this modern apartment in Kungsholmen!<br />The apartment has an bed Queensize (140cm) and a sofa.<br />I recommend this for guest between 1-2 people, but for your knowledge it you can sleep 3 people in the apartment If you want to Explore the city but wants a kitchen with good equipments and very comfortable beds and great Quality of bed sheets. The apartment is located in Kungsholmen and near subway that takes you to the central city station within 5 minutes<br /><br /><b>The space</b><br />The whole apartment Will be to your disposal and i Will always be available on phone/chat. It is self check in so No need to hurry and be on time, and i always guides you If you need assistance how to check in! The area has a park nearby and a lots of restaurants! You live near the city pulse but in a quiet area<br /><br />!IMPORTANT!<br />NO shouting, loud noises, parties, loud music  after 9pm/21:00 is completely FORBIDDEN<br /><br />In such case you may be asked to vacate the apartmen"
670168819171043180,67235640,Rikard,Norrmalm,59.34849,18.0369,Entire home/apt,1190.0,7,2023-02-26,0.91,7,5.0,4.86,4.57,5.0,5.0,4.57,5.0,Modern och öppen lägenhet i Vasastan Lägenhet på 65 kvadratmeter med stort vardagsrum/kök. Belägen nära Odenplan och St.Eriksplan.
670438587774741168,291083045,Petra,Enskede-Årsta-Vantör,59.25799617779651,18.030413659843585,Entire home/apt,460.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Charmig tvåa i Rågsved Välkomna till min mysiga tvåa i södra Stockholm. Mys i soffan till filmer som finns på boxen, eller chromecasta valfritt från telefon till tv via wifi. <br />Laga mat, spela spel eller lyssna på musik.<br /><br />4 minuters promenad till tunnelbanan, 20 minuter in till Stockholm City, under 15min till Söder. Second hand-butik två minuter från gatan, samt en till en station bort med buss/tunnelbana (Högdalen). ICA matbutik samt restauranger i Rågsved centrum, fler butiker och större utbud i Högdalen.<br /><br /><b>Guest access</b><br />Hela lägenheten förutom walk in closet som ligger i hallen.<br /><br /><b>Other things to note</b><br />Tunnelbana mot Hässelby strand tar er till Sthlm City på ca 20 min. Buss 172  tar er från Rågsved till tex Huddinge (flertal butiker) på 10 min, eller till Hökarängen för byte till tunnelbana mot Farsta centrum (stor galleria) på ca 20 min. <br />Högdalen ligger en station bort där Systembolaget finns samt flertal butiker."
670803482373603781,469422687,Anen,Enskede-Årsta-Vantör,59.28955180000001,18.0927751,Entire home/apt,1800.0,6,2023-02-13,0.87,6,4.83,4.83,5.0,5.0,5.0,4.83,4.67,"Fräsch och stilren lägenhet som har det mesta. Centralt beläget boende som är superfräscht. Du bor i ett lugnt område  nära till allt, 2 min till tunnelbanan, gångavstånd till Tele 2 arena ,Globen gallerian, populära Slakthusområdet, Nackareservatet och K märkta Skogskyrkogården.  <br />Goda matställen ligger bakom krönet och med flera matbutiker i närheten ."
670945001657245957,906001,Mariam,Spånga-Tensta,59.39359,17.91673,Private room,200.0,1,2023-01-21,0.43,1,5.0,5.0,4.0,5.0,5.0,4.0,4.0,"Tiny comfortable room in a house full of students. Welcome to a creative, quiet and tidy small room in Stockholm perfect for students.<br />The subway is 800 meters away and it takes you to Stockholm's central station, in twenty minutes.<br />Next door you also have the 'Järvafältet', one of Stockholm's biggest and most beautiful nature reserves. You’ll love my place because of You will be able to meet up with other young people from all over the world in the exact situation as you.. My place is good for solo adventurers..<br /><br /><b>The space</b><br />It is smart compact living with a bed that folds to a desk during the day."
